"","celex","date_doc","year","year.sem","form2","in_force2","date_end","full_text_words","title"
"412","32014O0044",2014-11-13,2014,"2014.2","Guideline","inforce",9999-12-31,2718,"Guideline (EU) 2015/280 of the European Central Bank of 13 November 2014 on the establishment of the Eurosystem Production and Procurement System (ECB/2014/44)"
"413","32014O0046",2014-11-19,2014,"2014.2","Guideline","inforce",9999-12-31,592,"2014/870/EU: Guideline of the European Central Bank of 19 November 2014 amending Guideline ECB/2014/31 on additional temporary measures relating to Eurosystem refinancing operations and eligibility of collateral and amending Guideline ECB/2007/9 (ECB/2014/46)"
"414","32014O0054",2014-12-15,2014,"2014.2","Guideline","notinforce",2016-12-30,5400,"Guideline (EU) 2015/426 of the European Central Bank of 15 December 2014 amending Guideline ECB/2010/20 on the legal framework for accounting and financial reporting in the European System of Central Banks (ECB/2014/54)"
"415","32014O0060",2014-12-19,2014,"2014.2","Guideline","inforce",9999-12-31,50869,"Guideline (EU) 2015/510 of the European Central Bank of 19 December 2014 on the implementation of the Eurosystem monetary policy framework (ECB/2014/60)"
"416","32014Q0621(01)",2014-03-31,2014,"2014.1","Rules of procedure","inforce",9999-12-31,2194,"Rules of procedure of the Supervisory Board of the European Central Bank"
"417","32014R0468",2014-04-16,2014,"2014.1","Regulation","inforce",9999-12-31,27988,"Regulation (EU) No 468/2014 of the European Central Bank of 16 April 2014 establishing the framework for cooperation within the Single Supervisory Mechanism between the European Central Bank and national competent authorities and with national designated authorities (SSM Framework Regulation) (ECB/2014/17)"
"418","32014R0469",2014-04-16,2014,"2014.1","Regulation","inforce",9999-12-31,1555,"Regulation (EU) No 469/2014 of the European Central Bank of 16 April 2014 amending Regulation (EC) No 2157/1999 on the powers of the European Central Bank to impose sanctions (ECB/1999/4) (ECB/2014/18)"
"419","32014R0673",2014-06-02,2014,"2014.1","Regulation","inforce",9999-12-31,1939,"Regulation (EU) No 673/2014 of the European Central Bank of 2 June 2014 concerning the establishment of a Mediation Panel and its Rules of Procedure (ECB/2014/26)"
"420","32014R0756",2014-07-08,2014,"2014.2","Regulation","inforce",9999-12-31,481,"Regulation (EU) No 756/2014 of the European Central Bank of 8 July 2014 amending Regulation (EU) No 1072/2013 (ECB/2013/34) concerning statistics on interest rates applied by monetary financial institutions (ECB/2014/30)"
"421","32014R0795",2014-07-03,2014,"2014.2","Regulation","inforce",9999-12-31,8131,"Regulation of the European Central Bank (EU) No 795/2014 of 3 July 2014 on oversight requirements for systemically important payment systems (ECB/2014/28)"
"422","32014R1163",2014-10-22,2014,"2014.2","Regulation","inforce",9999-12-31,4343,"Regulation (EU) No 1163/2014 of the European Central Bank of 22 October 2014 on supervisory fees (ECB/2014/41)"
"423","32014R1333",2014-11-26,2014,"2014.2","Regulation","inforce",9999-12-31,9454,"Regulation (EU) No 1333/2014 of the European Central Bank of 26 November 2014 concerning statistics on the money markets (ECB/2014/48)"
"424","32014R1374",2014-11-28,2014,"2014.2","Regulation","inforce",9999-12-31,12096,"Regulation (EU) No 1374/2014 of the European Central Bank of 28 November 2014 on statistical reporting requirements for insurance corporations (ECB/2014/50)"
"425","32014R1375",2014-12-10,2014,"2014.2","Regulation","inforce",9999-12-31,621,"Regulation (EU) No 1375/2014 of the European Central Bank of 10 December 2014 amending Regulation (EU) No 1071/2013 concerning the balance sheet of the monetary financial institutions sector (ECB/2013/33) (ECB/2014/51)"
"426","32014R1376",2014-12-10,2014,"2014.2","Regulation","inforce",9999-12-31,876,"Regulation (EU) No 1376/2014 of the European Central Bank of 10 December 2014 amending Regulation (EC) No 1745/2003 on the application of minimum reserves (ECB/2003/9) (ECB/2014/52)"
"427","32014Y0121(01)",2013-12-06,2013,"2013.2","International agreement","inforce",9999-12-31,963,"Agreement of 6 December 2013 between the European Central Bank and the national central banks of the Member States outside the euro area amending the Agreement of 16 March 2006 between the European Central Bank and the national central banks of the Member States outside the euro area laying down the operating procedures for an exchange rate mechanism in stage three of economic and monetary union"
"428","32014Y0121(02)",2013-12-31,2013,"2013.2","International agreement","inforce",9999-12-31,1154,"Agreement of 31 December 2013 between Latvijas Banka and the European Central Bank regarding the claim credited to Latvijas Banka by the European Central Bank under Article 30.3 of the Statute of the European System of Central Banks and of the European Central Bank"
"429","32015D0001",2015-01-21,2015,"2015.1","Decision","inforce",9999-12-31,1528,"Decision (EU) 2015/529 of the European Central Bank of 21 January 2015 amending Decision ECB/2004/3 on public access to European Central Bank documents (ECB/2015/1)"
"430","32015D0004",2015-02-04,2015,"2015.1","Decision","inforce",9999-12-31,2429,"Decision (EU) 2015/656 of the European Central Bank of 4 February 2015 on the conditions under which credit institutions are permitted to include interim or year-end profits in Common Equity Tier 1 capital in accordance with Article 26(2) of Regulation (EU) No 575/2013 (ECB/2015/4)"
"431","32015D0005",2015-02-10,2015,"2015.1","Decision","inforce",9999-12-31,813,"Decision (EU) 2015/299 of the European Central Bank of 10 February 2015 amending Decision ECB/2014/34 on measures relating to targeted longer-term refinancing operations (ECB/2015/5)"
"432","32015D0006",2015-02-10,2015,"2015.1","Decision","notinforce",2016-06-28,951,"Decision (EU) 2015/300 of the European Central Bank of 10 February 2015 on the eligibility of marketable debt instruments issued or fully guaranteed by the Hellenic Republic (ECB/2015/6)"
"433","32015D0007",2015-02-11,2015,"2015.1","Decision","notinforce",2019-12-31,2749,"Decision (EU) 2015/530 of the European Central Bank of 11 February 2015 on the methodology and procedures for the determination and collection of data regarding fee factors used to calculate annual supervisory fees (ECB/2015/7)"
"434","32015D0008",2015-02-12,2015,"2015.1","Decision","inforce",9999-12-31,788,"Decision (EU) 2015/716 of the European Central Bank of 12 February 2015 amending Decision ECB/2004/2 adopting the Rules of Procedure of the European Central Bank (ECB/2015/8)"
"435","32015D0009",2015-02-18,2015,"2015.1","Decision","notinforce",2019-10-29,631,"Decision (EU) 2015/509 of the European Central Bank of 18 February 2015 repealing Decision ECB/2013/6 on the rules concerning the use as collateral for Eurosystem monetary policy operations of own-use uncovered government-guaranteed bank bonds, Decision ECB/2013/35 on additional measures relating to Eurosystem refinancing operations and eligibility of collateral and Articles 1, 3 and 4 of Decision ECB/2014/23 on the remuneration of deposits, balances and holdings of excess reserves (ECB/2015/9)"
"436","32015D0010",2015-03-04,2015,"2015.1","Decision","inforce",9999-12-31,2823,"Decision (EU) 2015/774 of the European Central Bank of 4 March 2015 on a secondary markets public sector asset purchase programme (ECB/2015/10)"
"437","32015D0016(01)",2015-03-27,2015,"2015.1","Decision","notinforce",9999-12-31,558,"Decision (EU) 2015/811 of the European Central Bank of 27 March 2015 on public access to European Central Bank documents in the possession of the national competent authorities (ECB/2015/16)"
"438","32015D0017",2015-04-10,2015,"2015.1","Decision","notinforce",2015-12-31,724,"Decision (EU) 2015/727 of the European Central Bank of 10 April 2015 on the total amount of annual supervisory fees for the first fee period and for 2015 (ECB/2015/17)"
"439","32015D0021",2015-04-27,2015,"2015.1","Decision","inforce",9999-12-31,837,"Decision (EU) 2015/839 of the European Central Bank of 27 April 2015 identifying the credit institutions that are subject to a comprehensive assessment (ECB/2015/21)"
"440","32015D0022",2015-05-26,2015,"2015.1","Decision","inforce",9999-12-31,17937,"Decision (EU) 2015/929 of the European Central Bank of 26 May 2015 amending Decision ECB/2007/7 concerning the terms and conditions of TARGET2-ECB (ECB/2015/22)"
"441","32015D0025",2015-07-02,2015,"2015.2","Decision","inforce",9999-12-31,329,"Decision (EU) 2015/1195 of the European Central Bank of 2 July 2015 amending Decision (EU) 2015/298 on the interim distribution of the income of the European Central Bank (ECB/2015/25)"
"442","32015D0026",2015-07-02,2015,"2015.2","Decision","notinforce",2016-12-30,3483,"Decision (EU) 2015/1196 of the European Central Bank of 2 July 2015 amending Decision ECB/2010/21 on the annual accounts of the European Central Bank (ECB/2015/26)"
"443","32015D0029",2015-09-04,2015,"2015.2","Decision","inforce",9999-12-31,370,"Decision (EU) 2015/1574 of the European Central Bank of 4 September 2015 amending Decision ECB/2014/8 on the prohibition of monetary financing and the remuneration of government deposits by national central banks (ECB/2015/29)"
"444","32015D0031",2015-09-10,2015,"2015.2","Decision","inforce",9999-12-31,632,"Decision (EU) 2015/1613 of the European Central Bank of 10 September 2015 amending Decision (EU) 2015/5 on the implementation of the asset-backed securities purchase programme (ECB/2015/31)"
"445","32015D0033",2015-11-05,2015,"2015.2","Decision","inforce",9999-12-31,544,"Decision (EU) 2015/2101 of the European Central Bank of 5 November 2015 amending Decision (EU) 2015/774 on a secondary markets public sector asset purchase programme (ECB/2015/33)"
"446","32015D0036",2015-11-18,2015,"2015.2","Decision","notinforce",2017-02-14,1589,"Decision (EU) 2016/3 of the European Central Bank of 18 November 2015 laying down the principles for providing feedback on the performance of national competent authorities' sub-coordinators in the joint supervisory teams of the Single Supervisory Mechanism (ECB/2015/36)"
"447","32015D0037",2015-11-19,2015,"2015.2","Decision","notinforce",2016-12-30,703,"Decision (EU) 2015/2202 of the European Central Bank of 19 November 2015 amending Decision ECB/2010/23 on the allocation of monetary income of the national central banks of Member States whose currency is the euro (ECB/2015/37)"
"448","32015D0038",2015-11-20,2015,"2015.2","Decision","inforce",9999-12-31,3128,"Decision (EU) 2015/2218 of the European Central Bank of 20 November 2015 on the procedure to exclude staff members from the presumption of having a material impact on a supervised credit institution's risk profile (ECB/2015/38)"
"449","32015D0041(01)",2015-12-04,2015,"2015.2","Decision","notinforce",9999-12-31,448,"Decision (EU) 2015/2330 of the European Central Bank of 4 December 2015 amending Decision ECB/2014/53 on the approval of the volume of coin issuance in 2015 (ECB/2015/41)"
"450","32015D0042(01)",2015-12-04,2015,"2015.2","Decision","notinforce",9999-12-31,328,"Decision (EU) 2015/2331 of the European Central Bank of 4 December 2015 on the approval of the volume of coin issuance in 2016 (ECB/2015/42)"
"451","32015D0043(01)",2015-12-04,2015,"2015.2","Decision","inforce",9999-12-31,1411,"Decision (EU) 2015/2332 of the European Central Bank of 4 December 2015 on the procedural framework for the approval of the volume of euro coin issuance (ECB/2015/43)"
"452","32015D0046",2015-12-11,2015,"2015.2","Decision","inforce",9999-12-31,1219,"Decision (EU) 2016/187 of the European Central Bank of 11 December 2015 amending Decision ECB/2013/1 laying down the framework for a public key infrastructure for the European System of Central Banks (ECB/2015/46)"
"453","32015D0047",2015-12-11,2015,"2015.2","Decision","inforce",9999-12-31,1133,"Decision (EU) 2016/188 of the European Central Bank of 11 December 2015 on the access and use of SSM electronic applications, systems, platforms and services by the European Central Bank and the national competent authorities of the Single Supervisory Mechanism (ECB/2015/47)"
"454","32015D0048",2015-12-16,2015,"2015.2","Decision","inforce",9999-12-31,1614,"Decision (EU) 2015/2464 of the European Central Bank of 16 December 2015 amending Decision (EU) 2015/774 on a secondary markets public sector asset purchase programme (ECB/2015/48)"
