"Title","CELEX number","ECLI identifier","Date of document","Author",
"2004/49/EC: Decision of the European Central Bank of 18 December 2003 amending Decision ECB/2001/15 of 6 December 2001 on the issue of euro banknotes (ECB/2003/23)","32003D0023(01)","","2003-12-18","European Central Bank",
"2004/48/EC: Decision of the European Central Bank of 18 December 2003 amending Article 1(f) of Decision ECB/2001/16 of 6 December 2001 on the allocation of monetary income of the national central banks of participating Member States from the financial year 2002 (ECB/2003/22)","32003D0022(01)","","2003-12-18","European Central Bank",
"2004/43/EC: Decision of the European Central Bank of 18 December 2003 on the national central banks' percentage shares in the key for subscription to the European Central Bank's capital (ECB/2003/17)","32003D0017(01)","","2003-12-18","European Central Bank",
"2004/44/EC: Decision of the European Central Bank of 18 December 2003 laying down the measures necessary for the paying-up of the European Central Bank's capital by the participating national central banks (ECB/2003/18)","32003D0018(01)","","2003-12-18","European Central Bank",
"2004/46/EC: Decision of the European Central Bank of 18 December 2003 laying down the terms and conditions for transfers of the European Central Bank's capital shares between the national central banks and adjustment of the paid-up capital (ECB/2003/20)","32003D0020(01)","","2003-12-18","European Central Bank",
"2004/47/EC: Decision of the European Central Bank of 18 December 2003 laying down the measures necessary for the contribution to the European Central Bank's reserves and provisions and for adjusting the national central banks' claims equivalent to the transferred foreign reserve assets (ECB/2003/21)","32003D0021(01)","","2003-12-18","European Central Bank",
"2003/860/EC: Decision of the European Central Bank of 28 November 2003 on the approval of the volume of coin issuance in 2004 (ECB/2003/15)","32003D0015(01)","","2003-11-28","European Central Bank",
"2003/797/EC: Decision of the European Central Bank of 7 November 2003 concerning the administration of the borrowing-and-lending operations concluded by the European Community under the medium-term financial assistance facility (ECB/2003/14)","32003D0014(01)","","2003-11-07","European Central Bank",
"2003/776/EC: Decision of the European Central Bank of 23 October 2003 amending Decision ECB/2002/12 of 19 December 2002 on the approval of the volume of coin issuance in 2003 (ECB/2003/13)","32003D0013(01)","","2003-10-23","European Central Bank",
"Guideline of the European Central Bank of 23 October 2003 for participating Member States' transactions with their foreign exchange working balances pursuant to Article 31.3 of the Statute of the European System of Central Banks and of the European Central Bank (ECB/2003/12)","32003O0012","","2003-10-23","European Central Bank",
"Regulation (EC) No 1745/2003 of the European Central Bank of 12 September 2003 on the application of minimum reserves (ECB/2003/9)","32003R1745","","2003-09-12","European Central Bank",
"Regulation (EC) No 1746/2003 of the European Central Bank of 18 September 2003 amending Regulation (EC) No 2423/2001 (ECB/2001/13) concerning the consolidated balance sheet of the monetary financial institutions sector (ECB/2003/10)","32003R1746","","2003-09-18","European Central Bank",
"Guideline of the European Central Bank of 6 February 2003 concerning certain statistical reporting requirements of the European central bank and the procedures for reporting by the national central banks of statistical information in the field of money and banking statistics (ECB/2003/2)","32003O0002","","2003-02-06","European Central Bank",
"Guideline of the European Central Bank of 4 April 2003 amending Guideline ECB/2001/3 on a Trans-European Automated Real-time Gross settlement Express Transfer system (TARGET), as amended on 27 February 2002 (ECB/2003/6)","32003O0006","","2003-04-04","European Central Bank",
"Guideline of the European Central Bank of 2 May 2003 on the statistical reporting requirements of the European Central Bank in the field of balance of payments and international investment position statistics, and the international reserves template (ECB/2003/7)","32003O0007","","2003-05-02","European Central Bank",
"GUIDELINE OF THE EUROPEAN CENTRAL BANK of 3 November 1998 as amended by the Guideline of 16 November 2000 on the composition, valuation and modalities for the initial transfer of foreign-reserve assets, and the denomination and remuneration of equivalent claims(ECB/2000/15)","32000O0015","","1998-11-03","European Central Bank",
"Guideline of the European Central Bank of 20 March 2003 on the enforcement of measures to counter non-compliant reproductions of euro banknotes and on the exchange and withdrawal of euro banknotes (ECB/2003/5)","32003O0005","","2003-03-20","European Central Bank",
"2003/205/EC: Decision of the European Central Bank of 20 March 2003 on the denominations, specifications, reproduction, exchange and withdrawal of euro banknotes (ECB/2003/4)","32003D0004","","2003-03-20","European Central Bank",
"2003/132/EC: Decision of the European Central Bank of 5 December 2002 on the annual accounts of the European Central Bank (ECB/2002/11)","32002D0011(01)","","2002-12-05","European Central Bank",
"Guideline of the European Central Bank of 5 December 2002 on the legal framework for accounting and financial reporting in the European System of Central Banks (ECB/2002/10)","32002O0010","","2002-12-05","European Central Bank",
"2002/1011/EC: Decision of the European Central Bank of 19 December 2002 on the approval of the volume of coin issuance in 2003 (ECB/2002/12)","32002D0012","","2002-12-19","European Central Bank",
"Guideline of the European Central Bank of 21 November 2002 on the statistical reporting requirements of the European Central Bank in the field of quarterly financial accounts (ECB/2002/7)","32002O0007","","2002-11-21","European Central Bank",
"Regulation (EC) No 2174/2002 of the European Central Bank of 21 November 2002 amending Regulation ECB/2001/13 concerning the consolidated balance sheet of the monetary financial institutions sector (ECB/2002/8)","32002R2174","","2002-11-21","European Central Bank",
"2002/930/EC: Decision of the European Central Bank of 21 November 2002 on the distribution of the income of the European Central Bank on euro banknotes in circulation to the national central banks of the participating Member States (ECB/2002/9)","32002D0009(01)","","2002-11-21","European Central Bank",
"Guideline of the European Central Bank of 26 September 2002 on minimum standards for the European Central Bank and national central banks when conducting monetary policy operations, foreign exchange operations with the ECB's foreign reserves and managing the ECB's foreign reserve assets (ECB/2002/6)","32002O0006","","2002-09-26","European Central Bank",
"Guideline of the European Central Bank of 30 July 2002 concerning certain statistical reporting requirements of the European Central Bank and the procedures for reporting by the national central banks of statistical information in the field of money and banking statistics (ECB/2002/5)","32002O0005","","2002-07-30","European Central Bank",
"Guideline of the European Central Bank of 7 March 2002 amending Guideline ECB/2000/7 on monetary policy instruments and procedures of the Eurosystem (ECB/2002/2)","32002O0002","","2002-03-07","European Central Bank",
"Regulation (EC) No 993/2002 of the European Central Bank of 6 June 2002 correcting Regulation ECB/2001/13 concerning the consolidated balance sheet of the monetary financial institutions sector (ECB/2002/4)","32002R0993","","2002-06-06","European Central Bank",
